Id,Ticker,YoySuccess,Date,Eps,PbRatio,PeRatio,MarketCap,OneDay,SixMonths,CashFlowToSales,Roe,Roe1,Roe2,Roe3,Roe4,BvS,BvS1,BvS2,BvS3,BvS4,DivYield,DivYield1,DivYield2,DivYield3,DivYield4
160,ALSN,4,,3.87,6.912,9.915,4382290232,-1,-3,0.23236677,0.67,0,0,0,0,5.56,6.62,6.4,4.96,4.62,0.0185,0.0168,0.0131,0.0123,0.0133
161,CCRN,7,,3.6,2.486,5.603,739650240,0,17,-0.03404894,0.67,0,0,0,0,8.11,4.28,4.54,6.1,6.77,0,0,0,0,0
162,LLY,7,,6.15,24.757,39.826,2.22E+11,2,35,0.24449704,0.66,0,0,0,0,9.9,5.9,2.72,9.56,11.02,0.0139,0.0135,0.0176,0.0192,0.0242
163,ADP,8,,6.92,31.309,34.244,1.01E+11,0,30,0.19315739,0.66,0,0,0,0,7.7,13.3,13.35,12.41,7.85,0.0164,0.0176,0.0257,0.018,0.018
164,GWW,9,,19.94,13.709,24.631,25690500000,0,24,0.06802673,0.66,0,0,0,0,36.11,34.17,33.91,34.22,29.3,0.0139,0.0173,0.0192,0.019,0.0192
165,STLD,6,,15.67,1.787,3.505,11264915431,-3,30,0.14315997,0.66,0,0,0,0,30.74,20.58,18.56,16.82,13.96,0.0189,0.0289,0.0299,0.0196,0.013
166,PRTK,6,,-1.20055303,-1.289,-2.789,164771873,-6,-29,-0.25485872,0.66,0,0,0,0,-2.89,-2.31,-1.21,1.51,3.07,0,0,0,0,0
167,SPG,7,,6.84,14.312,21.386,48109819595,-2,-20,0.70260554,0.65,0,0,0,0,10.23,9.84,8.2,10.65,11.83,0.0489,0.058,0.0702,0.0503,0.0508
168,PBF,5,,1.92,1.01,8.422,1945483346,-1,100,0.06938145,0.65,0,0,0,0,16.02,13.73,25.35,23.24,21.28,0.0204,0.0811,0.0624,0.0463,0.0516
169,EGY,3,,1.37,1.683,2.967,242819100,-4,-4,0.31700881,0.65,0,0,0,0,2.48,1.07,1.86,1.85,0.18,0,0,0,0,0
170,IO,3,,-2.61,-0.54,-1.054,39248000,0,-32,-0.13245002,0.65,0,0,0,0,-5.09,-2.61,0.46,2.49,4.64,0,0,0,0,0
171,TXN,6,,8.44,12.247,21.017,1.63E+11,-1,6,0.44390568,0.64,0,0,0,0,14.48,9.98,9.52,9.27,10.43,0.0238,0.0225,0.0258,0.0258,0.0193
172,BDSI,6,,0.85,1.935,4.284,363512253,0,1,0.3242052,0.64,0,0,0,0,1.89,1.08,0.84,0.47,0.16,0,0,0,0,0
173,AMP,5,,23.53,5.813,11.973,33046558061,-2,-4,0.30334894,0.63,0,0,0,0,51.28,47.39,42.72,38.38,38.92,0.0155,0.0203,0.022,0.0289,0.0185
174,CLF,5,,5.856499214,1.495,2.846,8633162604,-4,-7,0.12325522,0.63,0,0,0,0,11.15,5.33,1.29,1.43,-1.54,0,0.0071,0.0584,0.0137,0.0247
175,AN,5,,18.306667,3.407,5.898,8097750000,-1,19,0.05990114,0.63,0,0,0,0,31.69,36.48,34.94,29.75,25.88,0,0,0,0,0
176,HCC,,,,1.55,8.96,1351860394,1,11,0.39299614,0.63,0,0,0,0,16.97,14.17,14.91,13.49,7.82,0.0077,0.0088,0.2411,0.2413,0.5508
177,GPRO,5,,2.394512577,2.142,3.554,1319126621,-3,-24,0.14543808,0.63,0,0,0,0,3.97,1.45,1.61,1.52,2.16,0,0,0,0,0
178,AOSL,8,,16.93,1.796,11.532,670178135,-1,-17,0.24004697,0.63,0,0,0,0,14.47,11.82,12.09,11.66,11.51,0,0,0,0,0
179,DDS,4,,38,3.922,6.599,5691117152,-3,38,0.19939566,0.62,0,0,0,0,63.93,63.48,63.91,61.48,57.9,0.0536,0.0069,0.0079,0.0057,0.0038
180,LAZ,6,,4.941516612,4.57,8.44,4456622320,-2,8,0.29931829,0.62,0,0,0,0,9.32,8.53,5.54,7.7,9.87,0.044,0.0447,0.0541,0.0759,0.0487
181,CLCT,7,,1.2,13.954,32.359,349028382,0,0,0.43394026,0.62,0,0,0,0,2.78,2.12,1.65,1.88,1.78,0.0181,0.0312,0.0781,0.0565,0.0661
182,HBP,7,,1.77,2.59,5.019,240900006,0,16,0.0323488,0.62,0,0,0,0,3.38,1.67,1.69,2.47,2.67,0,0,0,0,0
183,OMEX,3,,-0.945,-2428.713,-6.351,63228684,0,-43,-3.96102063,0.62,0,0,0,0,0,-2.62,-3.13,-2.55,-2.75,0,0,0,0,0
184,NUE,4,,22.52038804,2.068,4.246,28989993161,-3,16,0.21136386,0.61,0,0,0,0,48.25,35.59,33.96,31,27.31,0.0167,0.0333,0.033,0.0255,0.0227
185,BBY,5,,9.94,7.898,9.719,23850751852,-4,-12,0.03472455,0.61,0,0,0,0,12.24,17.67,13.13,11.96,12.02,0.0288,0.0215,0.025,0.0268,0.0181
186,ULTA,8,,17.49,13.289,20.697,20403509000,-1,10,0.12784536,0.61,0,0,0,0,28.18,35.48,32.89,30.41,28.82,0,0,0,0,0
187,BKE,5,,5.23,5.609,6.888,1755180000,2,-5,0.28836775,0.61,0,0,0,0,6.42,8.14,8.01,8.14,8.11,0.1982,0.0705,0.1026,0.1033,0.1303
188,HBI,8,,0.22,8.045,73.184,5651550800,-3,-31,-0.00451193,0.6,0,0,0,0,2,2.31,3.39,2.67,1.87,0.0371,0.0391,0.0424,0.0387,0.0265
189,HOME,,,,3.581,-11.579,1733713213,0,147,0.26662205,0.6,0,0,0,0,7.51,9.51,10.73,9.27,9.4,0,0,0,0,0
190,CAL,7,,3.59,2.425,5.639,772687207,-1,46,6.88360639,0.6,0,0,0,0,8.56,5.38,16.23,15.18,17.16,0.0138,0.017,0.0259,0.0094,0.01
191,CHCI,6,,1.69,1.338,2.486,33835200,-2,-7,0.26841654,0.6,0,0,0,0,3.14,1.39,1.26,-2.45,-4.27,0,0,0,0,0
192,HSY,8,,7.088224288,14.307,26.699,39448190270,1,15,0.22406751,0.59,0,0,0,0,13.76,10.72,8.3,6.66,4.31,0.0174,0.0211,0.0184,0.0254,0.0226
193,ALLE,7,,5.23,14.738,23.163,11187682917,-2,-6,0.11297,0.59,0,0,0,0,8.22,8.99,8.09,6.85,4.22,0.0115,0.0119,0.0082,0.0097,0.0075
194,ATLC,5,,12.28,2.832,5.221,928842359,-5,-45,0.44336443,0.59,0,0,0,0,22.64,8.1,2.82,-1.56,-2.59,0.0235,0.0364,0,0,0
195,PLCE,4,,12.82,4.086,4.922,921167760,-6,-23,0.07240573,0.59,0,0,0,0,15.41,6.38,15.13,19.01,26.96,0,0,0.0415,0.0235,0.0116
196,GNE,6,,1.15262209,1.063,4.486,131067180,-5,77,0.33006281,0.59,0,0,0,0,4.72,3.76,3.56,4.12,3.57,0.0113,0.0526,0.0487,0.0431,0.0866
197,DKS,8,,18.27,4.21,5.821,8847090000,-1,11,0.09186198,0.58,0,0,0,0,24.94,27.77,19.79,19.48,18.15,0.0682,0.0172,0.0308,0.024,0.0215
198,CRC,4,,7.46,2.064,5.693,3484180164,-2,19,0.19673838,0.58,0,0,0,0,20.59,13.66,-6.04,-5.21,-16.94,0,0,0,0,0
199,MTEX,4,,5.171833946,2.684,6.657,65520291,13,-27,0.02128136,0.58,0,0,0,0,12.83,11.62,11.41,9.97,14.86,0,0.0811,0.0336,0.0638,0.0348
200,OLN,6,,8.094940662,2.885,5.901,7651179160,-3,15,0.2023355,0.57,0,0,0,0,16.57,9.19,14.9,16.98,16.57,0.0167,0.0335,0.0509,0.0332,0.0217
201,CDK,7,,8.48,12.167,5.656,5849981207,0,21,0.15844008,0.57,0,0,0,0,3.94,-4.9,-5.81,-2.69,-0.5,0.0125,0.0133,0.0114,0.0094,0.0083
202,PLAY,8,,2.49,6.974,17.682,1920985516,-2,2,0.23796614,0.57,0,0,0,0,6.33,3.52,5.07,9.93,10.22,0,0.0028,0.0156,0.0061,0
203,AMAT,7,,6.47,10.937,22.748,1.34E+11,-3,-20,0.22616161,0.56,0,0,0,0,13.46,11.55,8.77,6.75,8.71,0.0063,0.0104,0.0143,0.0166,0.007
204,DVN,4,,4.155096012,3.768,12.406,34899349458,1,30,0.44996216,0.56,0,0,0,0,13.68,7.65,14.26,18.41,17.63,0.0377,0.0414,0.0153,0.0108,0.0058
205,WWE,9,,2.32,9.891,20.903,3771033438,0,23,0.17441548,0.56,0,0,0,0,4.91,5.01,3.52,4.08,3.3,0.0097,0.0086,0.0079,0.006,0.0142
206,SD,1,,3.191568472,1.628,3.421,399359910,-2,79,0.68409181,0.56,0,0,0,0,6.87,3.59,11.36,24.18,25.89,0,0,0,0,0
207,TJX,8,,2.73,13.265,24.257,79630544189,-2,2,0.05726336,0.55,0,0,0,0,4.98,4.84,4.96,4.15,4.1,0.0157,0.0034,0.0144,0.0147,0.0145
208,LVS,6,,-1.257853403,16.501,-34.273,32936040000,0,-17,-0.14793667,0.55,0,0,0,0,2.61,3.89,6.73,7.23,8.2,0,0.0248,0.0588,0.0642,0.0474
209,MGM,7,,2.52587034,3.281,15.877,19916000676,-3,-20,0.16305795,0.55,0,0,0,0,12.69,13.16,14.74,11.97,13.3,0.0002,0.0055,0.0165,0.0165,0.0119
210,OI,4,,0.950218742,2.476,13.744,2047886360,-1,11,0.09959502,0.55,0,0,0,0,5.27,1.89,3.01,4.91,4.97,0,0.004,0.0159,0,0
211,AERI,4,,-1.61,-18.499,-4.286,320647519,-4,89,-0.0013615,0.55,0,0,0,0,-0.37,0.52,3.68,5.47,3.84,0,0,0,0,0
212,BBW,3,,3.06,3.372,6.683,315860753,0,-2,0.04682382,0.55,0,0,0,0,6.06,4.51,6.02,6.46,6.89,0.0631,0,0,0,0
213,BRN,3,,0.73,2.305,2.908,21909993,-2,15,0.2274727,0.55,0,0,0,0,1.11,-0.25,0.15,1.94,2.08,0,0,0,0,0
214,PEP,7,,5.556439942,14.931,31.444,2.40E+11,0,7,0.13629034,0.54,0,0,0,0,11.61,9.75,10.63,10.26,7.67,0.0243,0.0285,0.0268,0.032,0.0263
215,W,8,,-1.36708,-8.688,-107.368,14065193500,-20,-53,-0.03027979,0.54,0,0,0,0,-16.9,-12.44,-10.24,-3.7,-0.56,0,0,0,0,0
216,CHRW,7,,6.37,6.821,16.336,13791375935,-1,27,0.00961661,0.54,0,0,0,0,15.26,13.87,12.2,11.47,10.14,0.0201,0.0181,0.0279,0.022,0.0193
217,CTXS,7,,2.462731,24.082,42.859,13179078550,0,1,0.22974256,0.54,0,0,0,0,4.38,0.91,6.4,4.11,6.58,0.0139,0.0104,0.0114,0.0034,0
218,X,4,,21.22,0.427,0.921,3843928517,-2,-3,0.20177412,0.54,0,0,0,0,45.8,19.25,23.87,23.79,18.99,0,0.0023,0.0217,0.0092,0.0052
219,HTZ,5,,2.44,0.916,7.451,2727000000,-3,9,0.32056669,0.54,0,0,0,0,19.85,0.37,15.12,12.63,18.31,0.0876,0,0,0,0
220,TWI,4,,0.82,2.562,11.848,587501880,-2,43,0.03731634,0.54,0,0,0,0,3.77,2.95,3.91,4.66,5.41,0,0.0014,0.0066,0.0036,0.0014
221,TSCO,9,,8.57,12.619,25.345,25272072691,0,1,0.07202685,0.53,0,0,0,0,17.21,16.53,13.09,12.73,11.12,0.0095,0.0096,0.0145,0.0135,0.0133
222,EVR,8,,18.25058565,3.582,6.389,4728935928,-3,-15,0.33566039,0.53,0,0,0,0,33.46,30.35,21.75,18.68,13.72,0.0251,0.0241,0.0305,0.021,0.0148
223,EXTR,7,,0.34,18.74,38.243,1693035960,-4,20,0.11523382,0.53,0,0,0,0,0.7,0.44,0.05,0.98,0.99,0,0,0,0,0
224,UNP,5,,9.63,11.762,25.536,1.67E+11,-1,-3,0.38330203,0.52,0,0,0,0,20.91,25.04,25.77,27.2,31.13,0.0168,0.0196,0.0202,0.019,0.0183
225,NVR,9,,345.37,6.403,15.544,19224134034,-4,-11,0.12081254,0.52,0,0,0,0,813.21,840.49,643.02,498.09,430.08,0,0,0,0,0
226,BLDR,8,,8.55,2.789,7.763,13394036040,-3,-4,0.13513356,0.52,0,0,0,0,23.79,9.89,7.13,5.2,3.34,0,0,0,0,0
227,LW,,,,28.943,51.935,10433804869,0,23,0.10200298,0.52,0,0,0,0,2.48,3.28,1.64,-0.03,-2.29,0.0133,0.0117,0.013,0.0124,0.011
228,MANH,6,,1.74,32.674,74.132,8189480600,-2,18,0.25896658,0.52,0,0,0,0,3.95,3.45,2.21,2.22,2.53,0,0,0,0,0
229,LSTR,6,,10.121681,7.376,16.664,6357803058,0,4,0.04579881,0.52,0,0,0,0,22.87,17.92,18.13,16.64,15.52,0.0176,0.0183,0.0063,0.021,0.0034
230,CVI,5,,0.248756219,3.562,78.792,1969800000,0,70,0.0909282,0.52,0,0,0,0,5.5,10.14,13.86,13.47,10.59,0.1223,0.0704,0.0863,0.0642,0.0577
231,STAR,5,,1.51,1.791,11.505,1524253748,-4,-34,0.30634408,0.52,0,0,0,0,11.85,11.51,16.08,12.7,12.39,0.0382,0.0489,0.0607,0.0682,0.0642
232,ATEN,7,,1.22,5.306,11.68,1108308000,-4,20,0.20774648,0.52,0,0,0,0,2.69,1.49,1.43,1.43,1.4,0.0035,0,0,0,0
233,MCFT,,,,4.651,8.926,501353670,0,-4,0.07657393,0.52,0,0,0,0,5.73,2.61,3.88,2.82,0.63,0,0,0,0,0
234,XPO,6,,3.65,5.175,17.527,5888920000,-4,-18,0.04334133,0.51,0,0,0,0,12.37,29.45,28.57,29.07,31.37,0,0,0.0016,0.0018,0.001
235,MTDR,6,,5.475146998,2.776,9.051,5294612000,-2,38,0.62826061,0.51,0,0,0,0,16.3,11.08,15.73,14.87,11.34,0.0028,0,0,0,0
236,MLI,4,,8.36,2.486,6.484,3038036752,0,19,0.12368832,0.51,0,0,0,0,21.82,13.91,11.53,9.66,9.17,0.0096,0.0107,0.0133,0.0161,0.1006
237,BCC,8,,18.14,2.063,3.917,2791023526,-2,-13,0.09821706,0.51,0,0,0,0,34.44,21.66,17.96,17.28,17.46,0.0766,0.0423,0.0376,0.0484,0.0016
238,HIBB,8,,10.53441711,0,4.279,745938790,0,31,0.04970856,0.51,0,0,0,0,0,23.63,18.54,18.02,15.71,0.0147,0,0,0,0
239,RVP,6,,1.69,1.789,3.165,177455792,-5,-29,0.27306278,0.51,0,0,0,0,2.99,1.5,0.87,0.78,0.85,0.0216,0.0004,0.0042,0.0098,0.0092
240,EVOL,4,,1.43,0.62,1.341,23399040,3,-13,-0.64441554,0.51,0,0,0,0,3.1,0.8,0.75,1.52,2.88,0,0,0,0,0
241,ENR,6,,2.12,6.993,15.458,2487254082,-1,-6,0.01870827,0.5,0,0,0,0,5.22,4.49,8.19,0.41,1.38,0.0402,0.0375,0.0316,0.0201,0.0256
242,ALX,7,,25.96,5.417,10.292,1368156799,-1,-2,0.7552594,0.5,0,0,0,0,49.32,39.69,49.53,55.72,67.24,0.0674,0.0674,0.0541,0.0538,0.0469
243,UHT,9,,7.94,3.384,7.295,796392722,0,-4,0.54356551,0.5,0,0,0,0,17.11,11.57,13.23,14.47,15.45,0.0484,0.0463,0.0216,0.0393,0.0402
244,AGEN,5,,-0.16651,9.47,-15.795,453685537,-1,5,0.03937104,0.5,0,0,0,0,0.28,-1.18,-1.67,-1.56,-0.77,0,0,0,0,0
245,AMT,9,,5.79,21.546,42.636,1.09E+11,0,20,0.42545998,0.49,0,0,0,0,11.45,9.23,11.43,12.14,14.58,0.0207,0.0191,0.0154,0.0179,0.0187
246,RHI,8,,1.524324717,9.002,20.769,12432881511,1,-31,0.09381683,0.49,0,0,0,0,12.25,10.69,9.89,8.82,8.9,0.0137,0.0205,0.0208,0.0174,0.017
247,M,4,,4.66,2.227,5.639,8063712031,-5,-21,0.0956741,0.49,0,0,0,0,11.64,8.21,20.59,20.92,18.58,0.0112,0.0247,0.1158,0.0618,0.0497
248,FIZZ,7,,1.7,19.854,29.991,4753873620,-3,31,0.11698724,0.49,0,0,0,0,2.57,3.82,4.85,3.56,3.56,0.0589,0.0601,0,0.0285,0.0081
249,WIRE,6,,26.28,1.622,4.013,2172576555,-2,26,0.20987099,0.49,0,0,0,0,65.01,40.67,37.27,34.56,30.88,0.0008,0.0014,0.0014,0.0015,0.0016
250,LORL,1,,3.01,3.75,8.44,785698200,-7,0,-20646741313,0.49,0,0,0,0,6.77,11.32,9.62,9.39,5.51,0.2756,0,0,0,0
251,SIGA,5,,0.92,2.787,6.995,485828151,0,286,0.48999385,0.49,0,0,0,0,2.31,1.64,1.21,1.29,-4.1,0,0,0,0,0
252,EMMS,2,,4.004838966,0.225,0.534,26976840,0,74,-0.21877756,0.49,0,0,0,0,9.51,5.73,3.85,-3.07,-4.76,0,0,0,0,0
253,BAH,7,,3.46,10.467,23.476,10949360833,0,39,0.08134682,0.48,0,0,0,0,7.8,7.78,6.11,4.76,3.78,0.0191,0.0158,0.0143,0.0136,0.018
254,WMS,8,,3.27,6.604,26.492,7188081300,-3,29,0.1394416,0.48,0,0,0,0,15.51,14.96,12.11,8.53,7.34,0.0054,0.0041,0.0356,0.0163,0.0132
255,TNET,9,,5.04,6.358,16.572,5601200000,0,7,0.11108795,0.48,0,0,0,0,13.15,9.06,6.79,5.33,2.98,0,0,0,0,0
256,BWXT,6,,3.248800641,6.454,13.445,4112373672,-1,26,0.13777091,0.48,0,0,0,0,6.76,6.47,4.24,2.38,2.87,0.0194,0.0142,0.0105,0.014,0.0066
257,CPE,7,,7.888334413,1.243,6.35,2318666100,-2,-18,0.4477706,0.48,0,0,0,0,40.31,17.9,138.26,112.71,92.1,0,0,0.0055,0.0041,0.0031
258,PBI,3,,-0.007768207,9.048,-754.357,1019136057,-4,-29,0.05535874,0.48,0,0,0,0,0.65,0.39,1.62,1.27,1.01,0.0341,0.0214,0.0533,0.1034,0.0592
259,CTRN,8,,6.05,3.303,6.164,383658730,-4,-23,0.05523338,0.48,0,0,0,0,11.29,15.91,14.65,14.38,14.9,0,0.001,0.0168,0.0152,0.0139
260,ADSK,6,,2.26,56.021,95.709,47567247000,-3,3,0.35672527,0.47,0,0,0,0,3.86,4.4,-0.63,-0.96,-1.17,0,0,0,0,0
261,LQDT,3,,1.53,5.451,14.446,736004939,-2,23,0.15365858,0.47,0,0,0,0,4.05,3.33,3.51,4.04,4.22,0,0,0,0,0
262,OXY,5,,1.62,1.724,15.094,35048709440,10,86,0.4381263,0.46,0,0,0,0,21.74,20.22,42.29,28,26.89,0.0239,0.1005,0.0854,0.0532,0.0489
263,IRM,7,,1.56,15.024,28.564,12859962526,0,30,0.14824473,0.46,0,0,0,0,2.96,3.94,5.1,6.59,8.64,0.0559,0.0791,0.0898,0.0804,0.0656
264,CACC,9,,60.64840744,4.601,8.758,8392395142,-1,10,0.5560973,0.46,0,0,0,0,115.49,128.93,124.62,102.38,78.77,0,0,0,0,0
265,SC,7,,2.87,1.248,7.702,7015784053,0,65,0.82931509,0.46,0,0,0,0,17.71,21.09,19.5,18.02,14.62,0.0303,0.0314,0.0262,0.0016,0
266,VSTO,6,,1.94,1.825,4.336,2051830430,-2,-10,0.12470979,0.46,0,0,0,0,19.31,12.65,7.65,10.58,21.3,0,0,0,0,0
267,MNKD,5,,-0.32,-4.227,-10.934,884816200,-2,4,-0.96039887,0.46,0,0,0,0,-0.84,-0.81,-0.97,-1.21,-2.06,0,0,0,0,0
268,EGLE,5,,14.91,0.842,3.059,565541613,-2,-16,0.30689716,0.46,0,0,0,0,54.14,45.63,47.23,47.51,46.66,45.5552,0,0,0,0
269,GVP,3,,0.52,1.126,2.447,25957729,-3,-12,0.05313316,0.46,0,0,0,0,1.13,0.51,1,1.58,1.54,0,0,0,0,0
270,MSFT,8,,9.7,12.636,28.932,2.10E+12,-1,-1,0.44905936,0.45,0,0,0,0,22.22,18.81,15.55,13.34,10.74,0.0086,0.0077,0.0098,0.0128,0.0157
271,LMT,8,,22.55357143,10.045,17.432,1.10E+11,0,14,0.13941746,0.45,0,0,0,0,39.14,21.48,11.09,4.9,-2.37,0.0267,0.0307,0.0208,0.0283,0.0214
272,TGT,7,,14.23,7.602,14.038,97507739099,-3,-15,0.05694629,0.45,0,0,0,0,26.28,28.85,23.16,21.37,21.38,0.0159,0.0144,0.0239,0.0348,0.0325
273,ZTS,8,,4.28,20.441,45.589,92865542074,0,-11,0.24727955,0.45,0,0,0,0,9.55,7.93,5.66,4.52,3.61,0.0051,0.0052,0.0048,0.0059,0.0054
274,LYB,4,,16.81736527,2.706,5.735,32090720601,-2,-10,0.15549743,0.45,0,0,0,0,35.5,23.87,22.79,26.37,22.68,0.0463,0.0491,0.0496,0.0453,0.0302
275,CE,5,,17.1040724,4.308,9.547,18044603140,-2,-20,0.17825405,0.45,0,0,0,0,35.56,29.93,20.23,22.22,20.94,0.0168,0.0204,0.022,0.0213,0.0159
276,NRC,9,,1.47347308,11.847,26.984,1010977477,0,-8,0.25618915,0.45,0,0,0,0,3.36,2.56,1.33,0.7,3.71,0.0091,0.0092,0.0182,0.0159,0.0188
277,IPI,4,,19.07,0.738,1.959,489454786,-4,-3,0.28986978,0.45,0,0,0,0,51.06,31.65,33.68,32.58,34.79,0,0,0,0,0
278,NOC,5,,43.83604506,4.7,8.673,60755960000,0,26,0.05492462,0.44,0,0,0,0,80.89,63.31,52.09,47.13,40.41,0.0162,0.0199,0.0135,0.0168,0.0116
279,VMW,9,,4.33,-56.621,27.253,49600015488,-1,1,0.55778633,0.44,0,0,0,0,-2.09,21.56,16.81,1.35,19.12,0.2318,0,0,0.1514,0
280,PAYX,9,,3.87,13.401,29.686,41346197980,0,20,0.32640094,0.44,0,0,0,0,8.5,8.19,7.76,7.29,5.64,0.0242,0.0235,0.0328,0.028,0.0301
281,ENPH,7,,1.158393132,36.153,106.924,15551985535,-4,113,0.29591076,0.44,0,0,0,0,3.43,3.85,2.33,0.08,-0.11,0,0,0,0,0
282,SAFM,8,,20.38,2.235,9.086,4135103358,0,14,0.1697819,0.44,0,0,0,0,84.02,63.75,64.11,61,63,0.0095,0.0102,0.0077,0.0113,0.012
283,MDP,7,,3.354485777,6.117,13.009,3988696000,0,0,0.12096909,0.44,0,0,0,0,7.13,4.25,10.76,18.04,11.16,0,0.104,0.0316,0.0262,0.0165
284,HLNE,,,,7.219,17.152,2503959216,-2,0,0.46670735,0.44,0,0,0,0,9.5,7.18,5.51,4.62,4.26,0.0389,0.0247,0.042,0.0595,0.0603
285,KFRC,8,,3.390474902,7.912,19.829,1490690865,1,-19,0.06425428,0.44,0,0,0,0,8.5,8.12,7.3,6.47,5.1,0.0135,0.0178,0.0191,0.0176,0.018
286,PATK,9,,2.677607618,1.883,6.425,1445050485,-3,-10,0.04928461,0.44,0,0,0,0,33.68,24.61,21.58,17.03,15.3,0,0.0151,0.0048,0,0
287,BTU,3,,3.68,0.623,3.05,1098294000,1,55,0.11428138,0.44,0,0,0,0,18.01,9.51,26.97,30.76,34.28,0,0,0.3816,0.0149,0
288,CPSS,5,,2.11,1.477,5.289,251340680,-3,22,0.76148327,0.44,0,0,0,0,7.54,5.9,9.04,8.96,8.11,0,0,0,0,0
289,PRPH,5,,0.54,1.428,13.345,83715898,2,75,0.11381922,0.44,0,0,0,0,5.06,0.91,0.97,1.45,2.13,0.0543,0,0.2569,0.3422,0
290,EXPD,8,,8.37,5.475,13.515,19130299246,-1,3,0.07664456,0.43,0,0,0,0,20.66,15.8,12.84,11.41,11.11,0.0102,0.0116,0.0136,0.013,0.0129
291,OMC,5,,7.042056075,4.233,10.598,15970819422,-1,-14,0.10518643,0.43,0,0,0,0,17.63,14.31,12.98,11.24,11.26,0.0371,0.0418,0.0338,0.0313,0.0289
292,BC,7,,7.49,3.735,12.052,7150175905,-2,-12,0.05939432,0.43,0,0,0,0,24.17,19.07,15.96,18.07,16.59,0.0138,0.0114,0.0143,0.0153,0.0107
293,PDCE,6,,5.265921945,2.016,11.232,5866799431,-3,21,0.60108881,0.43,0,0,0,0,29.34,26.62,36.47,38.25,38.09,0.0143,0,0,0,0
294,AMN,9,,6.9,4.061,14.415,4719162240,0,3,0.09950364,0.43,0,0,0,0,24.5,17.28,15.77,13.49,11.77,0,0,0,0,0
295,SM,5,,0.318552713,1.856,105.665,3828151800,-3,26,0.47450957,0.43,0,0,0,0,18.14,17.73,24.43,26.09,21.49,0.0006,0.0024,0.0106,0.0049,0.0043
296,KLIC,6,,5.92,3.284,9.797,3597141985,-1,-7,0.23316886,0.43,0,0,0,0,17.66,12.06,11.78,12.69,12.88,0.0093,0.0182,0.0201,0.006,0
297,FRTA,,,,4.89,13.413,1559890220,0,2,0.05408303,0.43,0,0,0,0,4.78,2.97,1.88,1.69,2.08,0,0,0,0,0
298,AIV,5,,-0.04,2.04,-172.749,1020948400,-1,33,0.11296543,0.43,0,0,0,0,3.35,3.36,3.45,11.42,10.94,0,0,0,0,0.2819
299,DBI,8,,2.13968531,2.285,6.099,942183914,-3,42,0.079915,0.43,0,0,0,0,5.71,3.36,10.05,10.62,11.88,0,0.0074,0.0759,0.0356,0.0411
300,PTSI,7,,3.396484375,3.562,10.061,769847657,-2,4,0.11423885,0.43,0,0,0,0,9.39,6.52,5.74,5.73,5.04,0,0,0,0,0
301,MERC,6,,2.591184381,1.06,4.303,735770154,-1,23,0.13656286,0.43,0,0,0,0,10.52,9.14,8.57,8.91,8.52,0.0233,0.0295,0.0484,0.0437,0.0313
302,MRK,6,,5.157247176,5.313,15.547,2.03E+11,1,22,0.33044132,0.42,0,0,0,0,15.09,10.01,10.2,10.3,12.73,0.0326,0.0349,0.0293,0.0316,0.0378
303,CHTR,9,,22.89042153,8.545,25.796,1.20E+11,-1,-24,0.2985552,0.42,0,0,0,0,69.1,117.08,143.25,156.16,152.24,0,0,0,0,0
304,SLM,8,,3.024492774,3.213,5.951,6906690000,-2,-21,0.07049945,0.42,0,0,0,0,5.6,6.68,7.75,6.83,5.74,0.0094,0.0105,0.0144,0.0033,0.0032
305,YETI,,,,11.015,26.83,5704017414,-7,-29,0.03275158,0.42,0,0,0,0,5.95,3.32,1.43,0.35,0,0,0,0,0,0
306,LCII,8,,11.37937989,2.788,10.589,3046963000,-2,10,0.03823031,0.42,0,0,0,0,43.22,36.14,32.03,28.05,26.09,0.0286,0.0216,0.0231,0.0287,0.0178
307,PJT,7,,4.457777206,2.561,15.379,1632731231,-1,20,0.28244553,0.42,0,0,0,0,26.27,3.92,0.79,-2.3,-4.65,0.0478,0.0018,0.0025,0.0026,0.0023
308,KO,2,,2.2704956,11.362,26.743,2.61E+11,0,5,0.28183534,0.41,0,0,0,0,5.35,4.49,4.44,3.99,4,0.0278,0.0341,0.0272,0.0326,0.0312
309,NKE,8,,3.83,10.559,26.688,1.61E+11,-2,-18,0.11106829,0.41,0,0,0,0,9.68,8.12,5.17,5.72,6.04,0.0114,0.0067,0.0095,0.01,0.0096
310,CAT,3,,11.92611652,6.64,16.867,1.09E+11,-1,2,0.10545798,0.41,0,0,0,0,30.3,28.18,25.98,23.74,23.14,0.0213,0.0225,0.028,0.0254,0.0189
311,SCI,8,,4.79,5.588,13.289,10670532797,-1,15,0.21615734,0.41,0,0,0,0,10.81,9.92,10,9,7.51,0.0138,0.0157,0.0155,0.0164,0.0156
312,LECO,3,,4.66,8.641,27.007,7466409974,0,16,0.10184892,0.41,0,0,0,0,14.57,13.24,13.2,13.67,14.17,0.0163,0.0173,0.0205,0.018,0.0143
313,AMC,7,,-2.66,-4.019,-5.665,7189794600,-7,9,-0.11291484,0.41,0,0,0,0,-3.75,-12.86,11.69,13.51,16.56,0,0.0022,0.1184,0.1767,0.065
314,MTSI,6,,0.55,10.131,125.855,4779109159,-2,4,0.24193506,0.41,0,0,0,0,6.89,4.51,4.78,10.33,12.81,0,0,0,0,0
